input1	input2	input3	label
shipping	freight	hoping	hoping
reserved	allocated	preserve	preserve
forum	blog	for	for
family	fails	relatives	fails
long	log	short	log
based	relying	basket	basket
code	zip	cod	cod
show	demonstrate	somehow	somehow
even	though	teen	teen
check	verify	chuck	chuck
prices	paris	commodity	paris
website	homepage	bite	bite
index	bibliography	indie	indie
being	beijing	somewhat	beijing
women	girls	moment	moment
much	less	such	such
sign	ign	write	ign
file	upload	five	five
link	reference	blink	blink
open	pen	shut	pen
case	cape	anyway	cape
project	protects	initiative	protects
same	exactly	dame	dame
pages	pas	links	pas
version	vernon	model	vernon
own	their	down	down
found	pound	discovered	pound
sports	supports	athletics	supports
house	apartment	those	those
related	similar	rebate	rebate
security	sexuality	homeland	sexuality
county	sheriff	counter	counter
american	british	merchant	merchant
game	football	same	same
members	representatives	remember	remember
power	per	authority	per
care	are	health	are
network	infrastructure	artwork	artwork
down	off	don	don
computer	outer	laptop	outer
systems	components	stem	stem
total	portal	cumulative	portal
place	spot	pace	pace
end	wendy	start	wendy
following	after	floating	floating
access	obtain	chess	chess
think	believe	thin	thin
north	west	worthy	worthy
resources	restore	funds	restore
posts	blog	hosts	hosts
media	press	median	median
control	influence	ontario	ontario
water	after	liquid	after
art	apart	music	apart
personal	prison	intimate	prison
guide	ide	assist	ide
shop	cafe	hope	hope
directory	listings	direction	direction
board	keyboards	directors	keyboards
location	site	latina	latina
change	adjust	charges	charges
white	black	while	while
small	large	mall	mall
rating	treating	assessment	treating
rate	speed	rare	rare
usa	susan	america	susan
return	creature	leave	creature
students	faculty	sudden	sudden
shopping	mall	hoping	hoping
account	counts	log	counts
times	occasions	timber	timber
sites	its	locations	its
level	threshold	cleveland	cleveland
profile	characteristics	pole	pole
form	shape	fort	fort
events	timeline	even	even
old	would	new	would
john	paul	join	join
main	mating	central	mating
call	mall	say	mall
hours	chorus	days	chorus
non	multi	nikon	nikon
insurance	health	entrance	entrance
shall	must	hall	hall
class	las	middle	las
still	skill	now	skill
money	monterey	cash	monterey
quality	assurance	quit	quit
listing	string	entry	string
content	constant	material	constant
country	state	counter	counter
little	title	nothing	title
visit	vista	attend	vista
save	protect	slave	slave
tools	too	techniques	too
low	high	flow	flow
reply	answer	rep	rep
compare	compaq	examine	compaq
movies	film	moved	moved
include	nude	add	nude
college	collected	university	collected
article	section	arctic	arctic
man	guy	many	many
provide	pride	deliver	pride
food	flood	meals	flood
press	media	presents	presents
learn	len	know	len
sale	auction	scale	scale
print	point	copy	point
course	semester	mouse	mouse
canada	usa	calendar	calendar
teen	youth	then	then
room	house	root	root
stock	soc	shares	soc
training	ranking	skills	ranking
too	pretty	tokyo	tokyo
credit	edit	loans	edit
point	paint	view	paint
join	participate	joan	joan
science	since	technology	since
men	boys	menu	menu
advanced	sophisticated	dance	dance
sales	marketing	scales	scales
look	logo	take	logo
estate	state	property	state
conditions	contains	terms	contains
select	electro	pick	electro
windows	wins	glass	wins
thread	discussion	threatened	threatened
week	seek	month	seek
live	olive	perform	olive
large	are	small	are
gallery	gale	exhibition	gale
register	either	declare	either
market	marked	industry	marked
really	obviously	early	early
action	tion	response	tion
start	begin	sat	sat
series	users	character	users
model	prototype	del	del
features	functionality	fears	fears
air	pollution	dairy	dairy
plan	pan	strategy	pan
provided	providence	sought	providence
required	necessary	retired	retired
second	scotland	third	scotland
hot	cold	photo	photo
accessories	toys	accessed	accessed
cost	cst	expense	cst
movie	film	moved	moved
forums	discussions	form	form
march	marc	protest	marc
la	une	ala	ala
better	worse	letter	letter
questions	answers	versions	versions
going	went	ing	ing
medical	psychiatric	dial	dial
test	est	diagnostic	est
come	bring	com	com
server	client	severe	severe
pc	linux	pmc	pmc
study	research	stud	stud
cart	horse	chart	chart
articles	particle	editors	particle
play	role	poly	poly
looking	cooking	thought	cooking
issues	tissue	problems	tissue
never	rarely	severe	severe
users	people	sears	sears
complete	complexity	full	complexity
street	boulevard	reset	reset
topic	subject	pic	pic
comment	common	remark	common
things	this	ways	this
working	boring	employed	boring
person	pension	guy	pension
less	more	bless	bless
blog	long	forum	long
party	partly	election	partly
payment	fee	apartment	apartment
login	password	lin	lin
student	sent	teacher	sent
let	know	fleet	fleet
offers	presents	offense	offense
legal	constitutional	leg	leg
recent	crescent	previous	crescent
park	zoo	spark	spark
stores	retailer	stress	stress
side	idea	front	idea
act	acute	perform	acute
problem	solution	pole	pole
red	blue	breed	breed
give	live	take	live
memory	ram	merry	merry
performance	france	achievement	france
language	syntax	manage	manage
story	tale	statutory	statutory
sell	buy	cell	cell
options	tion	menu	tion
rates	gates	incidence	gates
create	rebate	build	rebate
body	soul	anybody	anybody
young	you	talented	you
america	usa	camera	camera
important	crucial	imports	imports
field	area	fed	fed
east	north	est	est
paper	par	ink	par
age	years	image	image
example	instance	exam	exam
girls	boys	gis	gis
additional	extra	addiction	addiction
password	assorted	login	assorted
latest	upcoming	later	later
something	sporting	really	sporting
road	read	highway	read
changes	improvements	chargers	chargers
night	day	insights	insights
ca	cam	approx	cam
hard	heard	tough	heard
poker	gambling	spoke	spoke
status	startup	privileges	startup
browse	download	rose	rose
issue	problem	tissue	tissue
range	scope	rangers	rangers
seller	smaller	manufacturer	smaller
court	tribunal	scout	scout
always	ways	never	ways
result	consequence	rest	rest
audio	recordings	auditor	auditor
light	fight	dark	fight
offer	officer	accept	officer
groups	gross	individuals	gross
al	ben	alt	alt
easy	quick	seas	seas
files	documents	fails	fails
event	even	occurrence	even
release	please	publication	please
china	chain	japan	chain
making	main	with	main
needs	seeds	ought	seeds
possible	necessary	fossil	fossil
might	could	light	light
professional	possession	amateur	possession
month	week	monte	monte
major	significant	manor	manor
star	celebrity	start	start
areas	locations	andreas	andreas
future	furniture	upcoming	furniture
space	room	sauce	sauce
hand	fingers	khan	khan
cards	deck	car	car
london	onion	westminster	onion
meeting	seeing	attendance	seeing
become	welcome	have	welcome
interest	interstate	conflict	interstate
keep	jeep	maintain	jeep
enter	center	join	center
porn	poor	erotic	poor
share	shore	contribute	shore
similar	seminar	different	seminar
added	ladder	contributed	ladder
reference	florence	citation	florence
companies	accompanied	firms	accompanied
listed	referenced	instead	instead
learning	earnings	cognitive	earnings
energy	entry	heat	entry
run	round	operate	round
delivery	mail	every	every
popular	pour	widespread	pour
term	phrase	tier	tier
stories	restore	legends	restore
computers	complete	laptop	complete
reports	imports	findings	imports
co	cio	ltd	cio
try	attempt	troy	troy
welcome	pleased	become	become
central	rental	main	rental
images	photos	wages	wages
president	ceo	presently	presently
notice	nice	effect	nice
head	had	neck	had
cell	phones	fell	fell
color	black	colon	colon
away	airways	off	airways
includes	consists	clouds	clouds
archive	achieved	discussion	achieved
once	again	nice	nice
others	individuals	another	another
entertainment	testament	music	testament
agreement	accord	basement	basement
format	style	flora	flora
least	one	beast	beast
months	weeks	monsters	monsters
log	logos	entry	logos
sure	survey	afraid	survey
trade	grande	business	grande
edition	book	tion	tion
cars	cas	automobiles	cas
marketing	sales	treating	treating
tell	dell	say	dell
further	additional	father	father
association	membership	citation	citation
able	willing	table	table
having	with	hang	hang
provides	allows	provinces	provinces
david	avoid	james	avoid
fun	fund	enjoyable	fund
studies	research	dies	dies
close	loose	shut	loose
common	widespread	comment	comment
drive	push	div	div
several	server	numerous	server
living	dead	diving	diving
called	allied	referred	allied
short	resort	long	resort
arts	sciences	hart	hart
ask	task	question	task
limited	minimal	lime	lime
powered	built	powers	powers
means	mas	way	mas
director	directv	manager	directv
daily	bailey	regular	bailey
beach	shore	each	each
past	paste	current	paste
due	duke	resulting	duke
et	yet	qui	yet
period	proud	time	proud
planning	playing	strategic	playing
says	essays	thinks	essays
weather	whether	rain	whether
land	and	property	and
average	typical	savage	savage
done	one	undertaken	one
window	opportunity	winds	winds
france	franchise	australia	franchise
pro	anti	probe	probe
region	begin	city	begin
record	set	restored	restored
direct	via	directv	directv
conference	concerned	symposium	concerned
environment	atmosphere	enrollment	enrollment
records	regards	documents	regards
st	sat	paul	sat
district	strict	town	strict
calendar	cedar	events	cedar
costs	fees	hosts	hosts
style	format	stolen	stolen
update	plate	fix	plate
parts	paris	component	paris
ever	even	hardly	even
early	realty	late	realty
sound	noise	bound	bound
resource	allocation	restored	restored
present	examine	pest	pest
ago	years	cargo	cargo
document	cement	pdf	cement
works	worst	paintings	worst
material	martial	stuff	martial
bill	legislation	fill	fill
written	published	rotten	rotten
hosting	string	venue	string
rules	unless	governing	unless
adult	teenage	fault	fault
thing	stuff	thin	thin
centre	entries	hub	entries
cheap	inexpensive	cap	cap
nude	node	topless	node
true	tue	false	tue
minutes	mint	seconds	mint
else	anything	chelsea	chelsea
mark	anniversary	markets	markets
third	second	thread	thread
gifts	donations	its	its
europe	britain	rope	rope
reading	book	breeding	breeding
topics	tops	subjects	tops
bad	band	good	band
tips	advice	ips	ips
auto	nato	car	nato
cover	illustrate	cove	cove
edit	summary	credit	credit
videos	provides	photographs	provides
percent	recent	billion	recent
fast	slow	past	past
fact	indeed	fat	fat
getting	really	settings	settings
tech	geek	each	each
meet	mere	satisfy	mere
economic	comics	social	comics
en	route	pen	pen
player	team	later	later
projects	initiatives	protects	protects
often	rotten	usually	rotten
subscribe	buy	describe	describe
submit	summit	send	summit
germany	usa	granny	granny
amount	percentage	mounted	mounted
watch	listen	witch	witch
included	indeed	brought	indeed
feel	fee	think	fee
bank	rank	deposits	rank
risk	danger	iris	iris
thanks	trans	grateful	trans
deals	agreements	ideal	ideal
linux	lin	freebsd	lin
james	paul	games	games
weight	might	lbs	might
heart	chart	soul	chart
advertising	rising	publicity	rising
received	sent	receiver	receiver
choose	opt	chromosome	chromosome
newsletter	hewlett	publication	hewlett
archives	library	achieve	achieve
points	areas	paint	paint
magazine	newspaper	gained	gained
error	mistakes	terrorist	terrorist
construction	development	instructor	instructor
clear	obvious	nuclear	nuclear
receive	send	directive	directive
domain	realm	main	main
chapter	cheaper	book	cheaper
makes	markets	considers	markets
protection	safety	protein	protein
policies	reforms	polish	polish
loan	lan	payday	lan
wide	broad	ide	ide
manager	supervisor	danger	danger
india	usa	linda	linda
position	proposition	job	proposition
taken	shown	talent	talent
sort	kind	shorts	shorts
listings	directory	lifting	lifting
models	meals	versions	meals
known	referred	own	own
half	dozen	hal	hal
cases	situations	scales	scales
step	forward	sep	sep
simple	samples	easy	samples
quick	buick	easy	buick
none	either	once	once
license	lies	permission	lies
paul	pal	james	pal
lake	take	pond	take
whole	entire	while	while
later	subsequently	plate	plate
basic	basin	fundamental	basin
shows	indicates	shorts	shorts
corporate	governmental	reported	reported
active	prominent	katie	katie
response	respondent	feedback	respondent
practice	theory	particle	particle
hardware	equipment	aware	aware
figure	failure	estimate	failure
materials	products	martial	martial
fire	burning	figure	figure
chat	messaging	that	that
designed	undefined	built	undefined
death	depth	dying	depth
writing	book	listing	listing
speed	velocity	see	see
countries	continues	people	continues
loss	lots	defeat	lots
face	ace	pose	ace
brand	marketing	band	band
discount	scout	purchase	scout
higher	low	fighter	fighter
created	related	founded	related
remember	member	forget	member
bit	somewhat	built	built
yellow	hello	red	hello
increase	boost	incest	incest
advertise	adviser	publish	adviser
base	core	babe	babe
thought	though	believed	though
french	italian	reach	reach
storage	warehouse	sage	sage
japan	jan	usa	jan
doing	din	work	din
loans	investments	los	los
shoes	pants	shore	shore
entry	listing	ent	ent
stay	remain	say	say
nature	mature	kind	mature
orders	border	instructions	border
africa	maria	europe	maria
turn	take	saturn	saturn
mean	men	say	men
notes	says	voters	voters
king	queen	working	working
copy	cop	paste	cop
pics	photo	pcs	pcs
western	webmaster	oriental	webmaster
income	earnings	come	come
force	task	florence	florence
cash	money	cas	cas
employment	moment	jobs	moment
overall	oval	efficiency	oval
commission	common	report	common
ad	and	advertisement	and
package	bundle	cage	cage
contents	opponents	material	opponents
seen	heard	teen	teen
players	prayer	musicians	prayer
engine	nine	motors	nine
port	ship	poor	poor
stop	prevent	soap	soap
supplies	spies	goods	spies
started	began	state	state
administration	demonstration	government	demonstration
institute	research	substitute	substitute
plans	planets	strategies	planets
double	twice	adobe	adobe
dog	doing	puppy	doing
build	develop	guild	guild
screen	computer	crescent	crescent
types	kinds	tapes	tapes
lines	paragraphs	mines	mines
continue	container	proceed	container
needed	sought	needle	needle
apply	apple	utilize	apple
held	took	shield	shield
anything	else	acting	acting
printer	inter	desktop	inter
condition	disease	contributions	contributions
effective	executives	successful	executives
believe	think	eleven	eleven
asked	told	based	based
mind	ind	thoughts	ind
selection	choice	sections	sections
casino	canon	poker	canon
lost	recovered	lot	lot
tour	your	visit	your
menu	men	restaurant	men
cross	css	border	css
anyone	annex	somebody	annex
mortgage	lender	orange	orange
hope	wish	shop	shop
corporation	coordination	entity	coordination
wish	with	want	with
solution	bolton	problem	bolton
mature	feature	young	feature
role	rose	position	rose
rather	less	leather	leather
addition	addiction	plus	addiction
came	went	camel	camel
nothing	little	clothing	clothing
certain	specific	curtain	curtain
executive	officer	expected	expected
running	kept	ruling	ruling
lower	high	flower	flower
necessary	essay	sufficient	essay
union	rugby	onion	onion
according	says	accord	accord
clothing	nothing	apparel	nothing
fine	finger	okay	finger
names	lists	nas	nas
hour	honour	day	honour
gas	oil	gas	gas
skills	kill	knowledge	kill
bush	george	buys	buys
islands	sans	beaches	sans
advice	suggestions	dice	dice
career	life	care	care
military	naval	similarly	similarly
rental	oriental	housing	oriental
decision	detection	choice	detection
leave	send	level	level
british	american	critics	critics
pre	non	prize	prize
huge	enormous	hughes	hughes
sat	looked	salt	salt
woman	lady	wan	wan
bid	blind	auction	blind
kind	sort	ind	ind
sellers	useless	ebay	useless
middle	idle	upper	idle
cable	scale	wire	scale
taking	parking	over	parking
values	traditions	wales	wales
division	admission	department	admission
coming	back	coding	coding
appropriate	necessary	appropriations	appropriations
machine	matched	computer	matched
logo	log	image	log
actually	virtually	never	virtually
nice	ice	lovely	ice
score	stored	game	stored
statistics	artistic	data	artistic
client	incident	server	incident
ok	nice	oak	oak
capital	captain	investment	captain
follow	adopt	fellow	fellow
sample	analysis	sale	sale
sent	dispatched	sen	sen
shown	demonstrated	how	how
england	britain	engaged	engaged
band	ban	group	ban
flash	pan	ash	ash
ms	mls	seconds	mls
lead	load	take	load
george	merge	james	merge
choice	preference	chronicle	chronicle
went	wet	came	wet
starting	begun	strings	strings
registration	fee	illustration	illustration
courses	golf	courtesy	courtesy
consumer	costume	product	costume
hi	him	hello	him
levels	concentrations	leeds	leeds
letter	memorandum	better	better
mode	aspect	mod	mod
phones	cell	honest	honest
ideas	thoughts	ids	ids
fund	invest	found	found
allow	require	alloy	alloy
contract	contrast	agreement	contrast
wed	marriage	weed	weed
male	gender	sale	sale
matter	mate	issue	mate
took	hook	gave	hook
located	near	load	load
asian	san	europe	san
distribution	packaging	distinction	distinction
inn	hotel	inner	inner
industrial	install	economic	install
cause	effect	case	case
potential	pontiac	implications	pontiac
song	lyrics	strong	strong
los	que	close	close
hp	hop	watts	hop
late	early	plate	plate
fall	ball	spring	ball
featured	mature	showcase	mature
idea	notion	tide	tide
rooms	suites	rom	rom
responsible	competent	responses	responses
communications	wireless	compilation	compilation
win	winds	victory	winds
associated	corresponding	located	located
primary	pray	sole	pray
cancer	prostate	cancel	cancel
numbers	totals	consumers	consumers
tool	weapon	toll	toll
browser	rose	firefox	rose
spring	scoring	autumn	scoring
answer	question	laser	laser
voice	singing	ice	ice
communication	messages	compilation	compilation
purpose	intent	rose	rose
feature	futures	characteristic	futures
bed	based	sleep	based
comes	brings	codes	codes
police	detective	pole	pole
independent	indeed	reliable	indeed
ip	user	rip	rip
cameras	came	photography	came
maps	regions	caps	caps
medicine	pharmacology	median	median
deal	agreement	dental	dental
hold	should	take	should
ratings	creating	popularity	creating
forms	shapes	firms	firms
glass	bottle	gas	gas
happy	glad	apply	apply
smith	sixth	james	sixth
wanted	chose	granted	granted
developed	developers	built	developers
thank	appreciate	tan	tan
safe	comfortable	same	same
survey	surely	poll	surely
prior	prison	subsequent	prison
telephone	leone	fax	leone
sport	supports	athletics	supports
ready	relay	willing	relay
feed	hungry	fed	fed
sources	ensures	reliable	ensures
regular	occasional	regulatory	regulatory
secure	cure	obtain	cure
navigation	ships	variation	variation
ass	mass	butt	mass
evidence	residence	proof	residence
station	tion	railway	tion
christian	muslim	criteria	criteria
round	grounds	bye	grounds
option	possibility	tion	tion
master	mastercard	grand	mastercard
valley	valve	mountains	valve
recently	noticed	crescent	crescent
probably	probability	definitely	probability
rentals	condo	oriental	oriental
sea	waters	speak	speak
built	but	constructed	but
cut	cult	trim	cult
connection	ties	corrections	corrections
hall	all	room	all
larger	small	charger	charger
anti	pro	ati	ati
earth	soil	deaths	deaths
parents	percent	kids	percent
transfer	trainer	move	trainer
kitchen	bathroom	then	then
strong	song	weak	song
wedding	adding	bride	adding
properties	proper	buildings	proper
hospital	spiritual	clinic	spiritual
ground	around	floor	around
ship	vessel	sip	sip
owners	powers	executives	powers
excellent	excel	superb	excel
paid	aid	offered	aid
perfect	ideal	effects	effects
hair	air	blond	air
basis	bass	grounds	bass
command	recommends	leadership	recommends
express	communicate	expenses	expenses
anal	ana	sex	ana
award	aware	prize	aware
distance	length	trance	trance
tree	oak	three	three
ensure	facilitate	leisure	leisure
thus	consequently	thu	thu
wall	all	brick	all
ie	die	whereas	die
extra	additional	era	era
partners	porter	clients	porter
rated	given	related	related
guides	manual	guest	guest
ma	mac	dis	mac
existing	new	eating	eating
quite	equity	pretty	equity
selected	delete	chosen	delete
amazon	among	ebay	among
patients	pants	doctors	pants
warning	threat	earnings	earnings
wine	beer	win	win
locations	sites	emotions	emotions
horse	those	pony	those
vote	volt	election	volt
forward	back	reward	reward
flowers	garden	owners	owners
stars	start	celebrities	start
significant	infant	considerable	infant
lists	names	its	its
owner	longer	publisher	longer
animals	creatures	analyst	analyst
directly	via	directv	directv
est	best	qui	best
son	soon	daughter	soon
providing	with	pricing	pricing
mac	linux	march	march
housing	using	apartments	using
takes	brings	taxes	taxes
bring	come	boring	boring
searches	google	sears	sears
trying	string	able	string
mother	son	other	other
considered	thought	consolidated	consolidated
told	old	said	old
joined	left	jones	jones
input	put	feedback	put
feet	inches	free	free
agent	officer	gen	gen
valid	legitimate	aid	aid
bin	laden	blind	blind
modern	traditional	modeling	modeling
senior	sensor	young	sensor
teaching	facing	classroom	facing
door	gate	poor	poor
grand	magnificent	rand	rand
testing	development	treating	treating
trial	tribal	prosecution	tribal
charge	cage	fee	cage
units	its	divisions	its
instead	simply	steady	steady
cool	warm	col	col
wrote	route	published	route
ships	boats	his	his
entire	whole	tire	tire
leading	prominent	landing	landing
metal	copper	meta	meta
positive	posted	strong	posted
fitness	finest	health	finest
chinese	chains	russian	chains
opinion	views	pension	pension
abstract	conceptual	attract	attract
uses	buses	allows	buses
funds	finds	money	finds
greater	less	easter	easter
likely	probably	lily	lily
processing	profession	storage	profession
guest	celebrity	get	get
seems	seeds	looks	seeds
publication	republicans	journal	republicans
pass	fail	pas	pas
relations	affair	elevation	elevation
trust	trucks	confidence	trucks
contains	conditions	produces	conditions
session	possession	conference	possession
fees	tuition	feel	feel
components	systems	opponents	opponents
vacation	variation	holiday	variation
century	decades	venture	venture
completed	completely	finished	completely
skin	asking	hair	asking
indian	european	finding	finding
ads	adds	campaign	adds
expected	likely	repeated	repeated
ring	bell	ing	ing
dating	boyfriend	updating	updating
mountain	hill	contain	contain
filter	mesh	after	after
mailing	postage	sailing	sailing
longer	blogger	still	blogger
consider	regard	consumer	consumer
int	char	mint	mint
northern	coastal	rather	rather
panel	committee	plane	plane
floor	ceiling	for	for
german	sherman	swedish	sherman
buying	using	purchase	using
match	patch	win	patch
default	faculty	option	faculty
require	enquiries	allow	enquiries
boys	girls	bios	bios
deep	dept	shallow	dept
morning	day	earning	earning
otherwise	there	unless	there
allows	encourages	lows	lows
rest	lay	est	est
protein	antibody	protecting	protecting
plant	planets	flower	planets
reported	claimed	repeated	repeated
hit	haiti	struck	haiti
transportation	translations	logistics	translations
pool	poor	swimming	poor
mini	mega	mining	mining
boards	towards	committees	towards
faculty	students	fault	fault
parties	paris	clubs	paris
fish	salmon	fits	fits
mission	issn	objectives	issn
string	sharing	rope	sharing
pack	bags	pace	pace
released	related	found	related
stage	productions	strange	strange
internal	intent	domestic	intent
goods	woods	merchandise	woods
recommended	recorded	asked	recorded
born	boring	married	boring
detailed	retailer	comprehensive	retailer
race	ethnicity	rare	rare
background	around	perspective	around
target	treat	hit	treat
character	series	chargers	chargers
functions	fiction	tasks	fiction
ed	ing	red	red
moving	smoking	forward	smoking
brands	rand	outlets	rand
places	pace	things	pace
trademarks	copyrights	remarks	remarks
southern	bother	central	bother
winter	autumn	winner	winner
rape	rap	assault	rap
battery	latter	lithium	latter
youth	you	teens	you
pressure	tension	treasure	treasure
submitted	forwarded	subcommittee	subcommittee
incest	rape	invest	invest
debt	loans	debut	debut
television	revision	radio	revision
interested	interstate	keen	interstate
core	fundamental	scores	scores
